 n6_x550jx        Tebo-ICT,  license #xxxx ,                 User

 Parts List              2502/2502  Selected Parts             26-January-2015 11:22
                                                           INCH units

Part             X         Y     Rot  Grid  T/B  'Device', 'Outline'
R7037         3.1077    7.9439    0.0  C2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7049         3.1227    7.8789  270.0  C2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7102         4.0797    9.8613  270.0  C1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7103         4.2717    9.3683   90.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7105         4.1897    9.2743    0.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7114         4.3357    9.1163    0.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7115         2.9527    9.7439    0.0  C1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7120         4.2637    8.9143    0.0  C2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7121         4.4597    8.8143   90.0  C2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7122         4.4567    9.1133  180.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7196         4.0337    9.5139   90.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7197         3.8077    9.5033   90.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7198         4.0357    9.3063  270.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7199         3.8087    9.3065  270.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7211         5.4527    9.2673    0.0  D1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7212         5.4527    9.3473  180.0  D1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7213         5.4577    8.9639    0.0  D2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7214         5.4577    9.0039  180.0  D1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7215         5.4377    9.7423   90.0  D1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7216         5.4527    9.6473  180.0  D1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7217         5.5277    8.8239   90.0  D2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7218         5.4877    8.8239  270.0  D2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7219         5.4567    9.0883  180.0  D1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7220         5.4577    8.8839  180.0  D2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7221         5.4577    8.8839  180.0  D2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7222         5.4477    9.5339  180.0  D1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7223         5.4377    9.4023   90.0  D1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7224         4.8227    8.8103    0.0  D2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7225         5.4457    9.4803  180.0  D1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7226         5.4577    8.9239  180.0  D2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7227         4.8407    9.3673   90.0  D1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7301         3.6417   10.5393    0.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7302         4.3077   10.5449  180.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7303         4.1387   10.5569  270.0  C1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7304         4.4067   10.5553   90.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7305         4.3077   10.5549  270.0  C1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7306         3.6377   10.5649  270.0  C1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7307         3.5877   10.5649   90.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7308         3.5477   10.5649  270.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7309         3.5077   10.5649   90.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7310         3.7097    9.9463  180.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7311         3.6777   10.5649  270.0  C1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7312         4.3657   10.5559   90.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7313         4.2687    9.9243   90.0  C1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7314         3.5477   10.5649   90.0  C1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7315         4.1747   10.5569   90.0  C1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7316         4.1747   10.5569  270.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7317         3.5077   10.5649  270.0  C1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7318         4.2147   10.5569  270.0  C1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7319         4.2147   10.5569   90.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7474         3.6847    8.7343   90.0  C2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7475         3.6417    8.6403  270.0  C2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7476         3.2807    8.2529   90.0  C2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7477         3.5427    8.7143  270.0  C2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7478         3.6437    8.5693  270.0  C2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7479         3.6487    8.7643   90.0  C2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7480         3.6057    8.6993  270.0  C2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7481         3.4697    8.7183    0.0  C2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7504         3.0577    9.1099    0.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7521         3.6977    8.5089    0.0  C2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7534         2.8777    8.2239    0.0  C2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7535         2.8777    8.1839    0.0  C2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7541         2.8577    8.4389   90.0  C2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7577         3.1877    7.9873  180.0  C2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7578         3.1877    8.1573  180.0  C2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7604         2.9607    9.7079  180.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7607         2.8847    9.7083   90.0  C1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7610         2.9527    9.6989    0.0  C1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7611         2.8767    9.6289    0.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7612         3.5927    8.7533    0.0  C2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7616         3.0307    9.5029    0.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7619         3.0307    9.4629    0.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7620         3.0307    9.4229    0.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7624         2.9607    9.4629  180.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7626         2.8767    9.7489  180.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7627         2.9607    9.6679  180.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7628         2.8767    9.6689  180.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7630         2.8767    9.7889    0.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7632         2.9607    9.7879  180.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7633         2.9607    9.8279  180.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7666         3.0307    9.5429    0.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7667         2.8767    9.7089    0.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7701         2.8027   10.4023  270.0  C1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7704         2.9687    7.9189    0.0  C2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7709         2.7477    7.7819  180.0  C2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7710         2.9677    7.8789    0.0  C2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7723         2.6627    7.8789    0.0  C2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7727         2.6177    8.4139   90.0  C2   (T)  'NBS_R0603_H24_000S_B', 'NBS_R0603_H24_000S_B'
R7729         2.6227    8.2139  180.0  C2   (T)  'NBS_R0603_H24_000S_B', 'NBS_R0603_H24_000S_B'
R7730         2.5827    8.1839   90.0  C2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7731         2.6327    8.3809  180.0  C2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7733         2.7077    8.2039  180.0  C2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7734         2.7177    8.3939    0.0  C2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7735         2.7677    8.1839  270.0  C2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7736         3.0577    9.1499    0.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7738         2.6127    7.9889   90.0  C2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7740         2.9747    9.1109    0.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7741         2.7677    8.1839  270.0  C2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7742         2.9597    9.1873    0.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7743         2.9747    9.1509    0.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7744         2.7177    8.3939    0.0  C2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7745         2.6877    8.1839   90.0  C2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7746         2.8727    8.2289  270.0  C2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7747         1.5427    9.6723  180.0  B1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7750         2.9607    9.5829  180.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7751         2.9677    7.8389  180.0  C2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7752         2.6327    8.4239    0.0  C2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7753         2.8777    7.8789    0.0  C2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7754         2.8127    8.0889  270.0  C2   (T)  'NBS_R0603_H24_000S_B', 'NBS_R0603_H24_000S_B'
R7755         2.7427    7.9189  180.0  C2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7756         2.7027    8.5089   90.0  C2   (B)  'NBS_R0603_H24_000S', 'NBS_R0603_H24_000S'
R7757         5.4377    9.5923  270.0  D1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7758         5.4477    8.8239  270.0  D2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7761         2.9607    9.7479  180.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7762         2.8767    9.8289  180.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7763         2.9607    9.5029  180.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7764         2.9607    9.4229  180.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7765         2.9607    9.6279  180.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7767         2.8477    8.6339  270.0  C2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7768         2.9527    9.7839    0.0  C1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R7799         2.9607    9.5429    0.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R7800         2.8777    9.7839  180.0  C1   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
RN1321       -0.4893    8.2163  180.0  A2   (T)  'NBS_4R8P0402_H22_000S', 'NBS_4R8P0402_H22_000S'
RN1322       -0.5903    8.2153  180.0  A2   (T)  'NBS_4R8P0402_H22_000S', 'NBS_4R8P0402_H22_000S'
RN1323       -0.3533    8.2153  180.0  A2   (T)  'NBS_4R8P0402_H22_000S', 'NBS_4R8P0402_H22_000S'
RN1324       -0.6663    7.8663  270.0  A2   (T)  'NBS_4R8P0402_H22_000S', 'NBS_4R8P0402_H22_000S'
RN1325       -0.6663    7.9873  270.0  A2   (T)  'NBS_4R8P0402_H22_000S', 'NBS_4R8P0402_H22_000S'
RN1326       -0.6663    8.0953  270.0  A2   (T)  'NBS_4R8P0402_H22_000S', 'NBS_4R8P0402_H22_000S'
RN2004        0.3537    9.8123  180.0  A1   (B)  'NBS_4R8P0402_H20_000S', 'NBS_4R8P0402_H20_000S'
RN2104       -0.5623    9.4623  270.0  A1   (B)  'NBS_4R8P0402_H20_000S', 'NBS_4R8P0402_H20_000S'
RN2105       -0.2243    9.1323  270.0  A1   (B)  'NBS_4R8P0402_H20_000S', 'NBS_4R8P0402_H20_000S'
RN2106       -0.5623    9.4573  270.0  A1   (T)  'NBS_4R8P0402_H20_000S_B', 'NBS_4R8P0402_H20_000S_B'
RN2301        1.1497    9.1493   90.0  B1   (T)  'NBS_2R4P0402_H18_000S_B', 'NBS_2R4P0402_H18_000S_B'
RN2402       -0.2813    9.8553    0.0  A1   (B)  'NBS_4R8P0402_H20_000S', 'NBS_4R8P0402_H20_000S'
RN2403       -0.5073    9.5823  270.0  A1   (B)  'NBS_4R8P0402_H20_000S', 'NBS_4R8P0402_H20_000S'
RN2801       -0.4123    9.8923  270.0  A1   (T)  'NBS_2R4P0402_H20_000S_B', 'NBS_2R4P0402_H20_000S_B'
RN2802       -0.6473    9.6643   90.0  A1   (B)  'NBS_2R4P0402_H20_000S', 'NBS_2R4P0402_H20_000S'
RN3001       -0.7823    4.0923  180.0  A4   (T)  'NBS_4R8P_H28_000S', 'NBS_4R8P_H28_000S'
RN3002       -0.6683    3.9823  180.0  A4   (T)  'NBS_2R4P0402_H18_000S_B', 'NBS_2R4P0402_H18_000S_B'
RN3005       -0.8063    4.3623    0.0  A4   (B)  'NBS_4R8P0402_H20_000S', 'NBS_4R8P0402_H20_000S'
RN3006       -0.1023    4.0923   90.0  A4   (B)  'NBS_4R8P0402_H20_000S', 'NBS_4R8P0402_H20_000S'
RN3043       -0.6163    3.9823  180.0  A4   (T)  'NBS_2R4P0402_H18_000S_B', 'NBS_2R4P0402_H18_000S_B'
RN4502        5.6827    9.6173   90.0  D1   (B)  'NBS_CHOKE_4P_012C', 'NBS_CHOKE_4P_012C'
RN4503        5.6827    9.5373   90.0  D1   (B)  'NBS_CHOKE_4P_012C', 'NBS_CHOKE_4P_012C'
RN4504        5.6827    9.4573   90.0  D1   (B)  'NBS_CHOKE_4P_012C', 'NBS_CHOKE_4P_012C'
RN4505        5.6827    9.3773   90.0  D1   (B)  'NBS_CHOKE_4P_012C', 'NBS_CHOKE_4P_012C'
RN4506        5.6577    9.9413    0.0  D1   (B)  'NBS_CHOKE_4P_012C', 'NBS_CHOKE_4P_012C'
RN4599        5.6277    9.0523   90.0  D1   (B)  'NBS_CHOKE_4P_012C', 'NBS_CHOKE_4P_012C'
RN4601        5.5227   10.6073    0.0  D1   (B)  'NBS_2R4P0402_H14_000S', 'NBS_2R4P0402_H14_000S'
RN4701        2.5877    2.8523  180.0  C5   (B)  'NBS_2R4P0402_H20_000S', 'NBS_2R4P0402_H20_000S'
RN4711        2.6477    2.8523    0.0  C5   (B)  'NBS_2R4P0402_H20_000S', 'NBS_2R4P0402_H20_000S'
RN4803        1.8877    2.2323  270.0  B5   (T)  'NBS_2R4P0402_H20_000S_B', 'NBS_2R4P0402_H20_000S_B'
RN4804        1.7677    2.2423    0.0  B5   (T)  'NBS_CHOKE_4P_012C_B', 'NBS_CHOKE_4P_012C_B'
RN4805        1.5977    2.2423    0.0  B5   (T)  'NBS_CHOKE_4P_012C_B', 'NBS_CHOKE_4P_012C_B'
RN4806        1.6877    2.2423    0.0  B5   (T)  'NBS_CHOKE_4P_012C_B', 'NBS_CHOKE_4P_012C_B'
RN4807        1.5177    2.2423    0.0  B5   (T)  'NBS_CHOKE_4P_012C_B', 'NBS_CHOKE_4P_012C_B'
RN5401       -0.4323    2.3723  180.0  A5   (B)  'NBS_CHOKE_4P_012C', 'NBS_CHOKE_4P_012C'
RN5402       -0.3523    2.3723  180.0  A5   (B)  'NBS_CHOKE_4P_012C', 'NBS_CHOKE_4P_012C'
RN5403        0.0077    2.3723  180.0  A5   (B)  'NBS_CHOKE_4P_012C', 'NBS_CHOKE_4P_012C'
RN5404        0.0877    2.3723  180.0  A5   (B)  'NBS_CHOKE_4P_012C', 'NBS_CHOKE_4P_012C'
RN5405       -0.0923    2.4423  180.0  A5   (B)  'NBS_CHOKE_4P_012C', 'NBS_CHOKE_4P_012C'
RN5406       -0.1723    2.4423  180.0  A5   (B)  'NBS_CHOKE_4P_012C', 'NBS_CHOKE_4P_012C'
RN5426       -0.1003   10.1643  270.0  A1   (B)  'NBS_CHOKE_4P_012C', 'NBS_CHOKE_4P_012C'
RN5427       -0.1003   10.2443  270.0  A1   (B)  'NBS_CHOKE_4P_012C', 'NBS_CHOKE_4P_012C'
RN7521        3.0427    9.0479  270.0  C1   (B)  'NBS_2R4P0402_H18_000S', 'NBS_2R4P0402_H18_000S'
RN7524        3.0577    8.1339   90.0  C2   (B)  'NBS_2R4P0402_H18_000S', 'NBS_2R4P0402_H18_000S'
RN7525        2.9527    9.2693    0.0  C1   (B)  'NBS_2R4P0402_H18_000S', 'NBS_2R4P0402_H18_000S'
RNX3004      -0.7013    4.3623  180.0  A4   (B)  'NBS_4R8P0402_H20_000S', 'NBS_4R8P0402_H20_000S'
RNX5302       1.6177    4.0773  270.0  B4   (T)  'NBS_CHOKE_4P_012C_B', 'NBS_CHOKE_4P_012C_B'
RP2101       -0.1583    9.4703   90.0  A1   (B)  'NBS_8R10P_H28_000S', 'NBS_8R10P_H28_000S'
RP2301        0.4787    9.8253  180.0  B1   (B)  'NBS_8R10P_H28_000S', 'NBS_8R10P_H28_000S'
C0301         2.9227    7.4213  270.0  C2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C0302         2.8747    7.4223  270.0  C2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C0303         2.0227    5.7673   90.0  B3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C0310         2.6327    5.3423   90.0  C3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C0333         2.8677    5.3864  270.0  C3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C0334         2.9477    5.3864  270.0  C3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C0335         3.1877    5.2664  270.0  C3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C0336         2.9877    5.5033   90.0  C3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C0401         2.0327    5.4773   90.0  B3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C0629         1.9337    6.5743  180.0  B3   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
C0630         2.5487    6.8053  180.0  C3   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C0631         1.9337    6.5243  180.0  B3   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
C0632         1.9337    6.4743  180.0  B3   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
C0633         1.9337    6.4243  180.0  B3   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
C0634         1.9337    6.3743  180.0  B3   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
C0639         2.5437    6.6904  180.0  C3   (B)  'NBS_C0603_H39_000S', 'NBS_C0603_H39_000S'
C0640         2.5427    6.6424  180.0  C3   (B)  'NBS_C0603_H39_000S', 'NBS_C0603_H39_000S'
C0641         2.5437    6.5944  180.0  C3   (B)  'NBS_C0603_H39_000S', 'NBS_C0603_H39_000S'
C0642         2.5427    6.2064  180.0  C3   (B)  'NBS_C0603_H39_000S', 'NBS_C0603_H39_000S'
C0643         2.5427    6.1484  180.0  C3   (B)  'NBS_C0603_H39_000S', 'NBS_C0603_H39_000S'
C0644         2.5427    6.2564  180.0  C3   (B)  'NBS_C0603_H39_000S', 'NBS_C0603_H39_000S'
C0650         3.0777    7.4473    0.0  C2   (T)  'NBS_C0603_H39_000S_B', 'NBS_C0603_H39_000S_B'
C0651         3.0627    7.4023    0.0  C2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1301        -0.1913    5.7053    0.0  A3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1305        -0.3163    8.3563  270.0  A2   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
C1310        -0.6713    7.7983  180.0  A2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1311        -0.5893    8.3470  270.0  A2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1312        -0.4513    8.3470  270.0  A2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1313        -0.5533    8.3470  270.0  A2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1316        -0.6968    7.6350  180.0  A2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1317        -0.3993    8.3470  270.0  A2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1318        -0.3633    8.3470  270.0  A2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1319        -0.6273    8.3473  270.0  A2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1320        -0.1643    8.3643   90.0  A2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1401        -0.6948    7.5793    0.0  A2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1402        -0.5693    7.5783    0.0  A2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1403        -0.5403    6.9473  180.0  A3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1404        -0.4703    6.9473    0.0  A3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1405        -0.0983    6.9480    0.0  A3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1406        -0.0273    6.9473  180.0  A3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1407        -0.1211    6.3173    0.0  A3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1408         0.0477    7.0423  180.0  A3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1409        -0.5673    6.3163    0.0  A3   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1410        -0.6723    6.2673    0.0  A3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1411        -0.4803    6.3163  180.0  A3   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1412        -0.4793    7.5823  180.0  A2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1413        -0.6948    7.4650    0.0  A2   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
C1414        -0.0873    7.5823    0.0  A2   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
C1415         0.0127    7.5823  180.0  A2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1416        -0.0461    6.3173  180.0  A3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1417        -0.4803    6.3163  180.0  A3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1418        -0.5673    6.3163    0.0  A3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1419        -0.1653    8.2153  270.0  A2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1420        -0.2013    8.2153  270.0  A2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1421        -0.4203    5.6773   90.0  A3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1422        -0.2373    8.2153  270.0  A2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1423        -0.2263    8.3603  270.0  A2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1424        -0.1783    7.5820    0.0  A2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
